index,date,headline,sentiment
173,2014-09-05,Opposition Grows in Europe to Google Antitrust Proposal,-0.0078027002
174,2014-09-04,Microsoft Introduces Three New Smartphones,-0.008398287
175,2014-09-05,"During a Season for New Devices, a Tough Market for Smartphone Makers",0.0856000558
176,2014-09-09,Minecraft Is Expected to Be Acquired by Microsoft,0.0060904208
177,2014-09-10,Intel Shares More of Its Extreme Makeover,0.0347624682
178,2014-09-11,Microsoft Sees More Than Fun in a Game Like Minecraft,0.15578581390000001
179,2014-09-11,"Daily Report: In Popular Games Like Minecraft, Tech Titans See Potential Beyond Fun ",-0.0553135462
180,2014-09-14,Smartphones: The Corporate Personality Test,0.0645606741
181,2014-09-15,Microsoft Says It Will Pay $2.5 Billion for Company That Created Minecraft,0.1138833389
182,2014-09-22,"China Clamps Down on Web, Pinching Companies Like Google",0.0216163937
183,2014-09-22,Hurd: Oracle Takes On Microsoft in the Cloud,0.0275347289
184,2014-09-23,"With Talko App, Ray Ozzie Creates a Permanent Voice",0.14933471380000002
185,2014-09-29,Microsoft Begins a Push Into the Polling World,0.0030647318
186,2014-09-29,The Latest Player in the Polling Game? It's Microsoft,0.15137988330000002
187,2014-09-30,Questions About Clippers Remain After Sale to Steve Ballmer,-0.0175639335
188,2014-09-30,Microsoft Windows 10 Displays a Familiar Look,0.1365041286
189,2014-10-01,Apple&#8217;s Special Irish Tax Breaks,0.1182774082
190,2014-10-03,Antitrust Nominee in Europe Promises Scrutiny of Big Tech Companies,-0.0665719733
191,2014-10-07,Microsoft and Other Firms Pledge to Protect Student Data,0.0634001866
192,2014-10-08,Decline in PC Sales Starts to Slow; Largest Makers See Growth,-0.0240518209
193,2014-10-09,Microsoft’s Nadella Sets Off a Furor on Women’s Pay,-0.0309570357
194,2014-10-10,Why Microsoft’s Nadella Is Wrong About Women and Raises,-0.0006354588
195,2014-10-10,Today in Small Business: the Rookie Cookie,0.08310505
196,2014-10-11,Satya Nadella’s Advice on Raises Stirs Wider Discussion Among Women,0.0779267624
197,2014-10-12,Salesforce Makes Its Big Data Move,0.0584151186
198,2014-10-14,Daily Report: Russian Hackers Exploit Flaw in Microsoft Windows to Spy on Governments,0.0455199517
199,2014-10-16,Hiding History in Firefox,-0.085589312
200,2014-10-15,Poodle Bug Marks Third Major Security Flaw Discovered This Year,-0.0145854885
201,2014-10-16,Microsoft Wins a Spot on the N.F.L. Sideline,0.209883973
202,2014-10-15,This Emperor Needs New Clothes,-0.0643447042
203,2014-10-20,Tech Giants’ Earnings and Eurozone Bank Stress Tests,0.0700883195
204,2014-10-21,"For Microsoft, Cloud Business Looks More Promising Than Mobile ",0.1398365945
205,2014-10-21,Longtime Microsoft Executive Opens Cloud Database Start-Up,-0.06726719440000001
206,2014-10-22,Coming of Age in Cloud Computing,0.0036893263000000003
207,2014-10-24,Microsoft Offers Tantalizing Signs of Progress,0.15334405
208,2014-10-29,Former Washington State Attorney General Appeals to His Former Office,-0.11904036250000001
209,2014-10-29,Google Executive Sets Record for Free Fall: Reporter's Notebook,-0.1061195657
210,2014-10-30,Microsoft Jumps Into the Growing Market for Wearable Fitness Technology,0.1801954061
211,2014-10-30,Daily Report: Microsoft Leaps Into Wearable Fitness,-0.0587808378
212,2014-10-31,Turning the PC Into a DVR,0.2068454623
213,2014-11-02,Microsoft Band Is a Welcome Surprise in the Wearable Market,0.1638512909
214,2014-11-06,Daily Report: Microsoft Offering Free Mobile Version of Office,-0.1763052493
215,2014-11-06,"Microsoft, Changing Tack, Makes Office Suite Free on Mobile",0.049457904000000004
216,2014-11-09,Ireland Vies to Remain Silicon Valley's Low-Tax Home Away From Home,0.06568121910000001
217,2014-11-10,Microsoft Hopes This Video Game Collection Wings Its Way to Success,0.0939074084
218,2014-11-10,Microsoft's Nadella Talks About the Future of Office ,0.0243572388
219,2014-11-13,Assessing Space on a Computer’s Hard Drive,0.10759132360000001
220,2014-11-18,"With New Tablet, Nokia Returns to Devices",0.135716483
221,2014-11-23,What Cloud Computing Means to Your Job,0.049748707600000004
222,2014-11-27,AirDrop Alternatives for Windows and Android,0.0827705041
223,2014-12-01,"Microsoft Buys Acompli, an Email Start-Up",0.0884816647
224,2014-12-04,How to Restore Old Versions of Word Documents,0.0773647279
225,2014-12-05,Barnes &amp; Noble and Microsoft End Nook Partnership,0.051031265400000005
226,2014-12-04,How the Promise of Microsoft's Investment in Nook Soured,0.039030890900000004
227,2014-12-08,European Privacy Debate on Display in Paris,-0.0928223133
228,2014-12-11,Keeping Up With Windows Update,0.1502861828
229,2014-12-12,Ford Trades Microsoft for BlackBerry in Revamping In-Car System ,0.02463332
230,2014-12-15,Tech and Media Companies Back Microsoft in Privacy Case,0.1070033386
231,2014-12-17,Google’s Detractors Take Their Fight to the States,-0.0451656021
232,2014-12-24,Ireland Lends Support to Microsoft in Email Privacy Case,0.0586052425
233,2014-12-25,"Sony Streams ‘The Interview’ on YouTube, Google Play and Xbox",0.0487863235
234,2014-12-26,Sony PlayStation and Microsoft Xbox Live Networks Attacked by Hackers,0.0342519097
235,2015-01-01,Sony’s ‘The Interview’ Is Set for On-Demand and Wider Online Viewing,0.1266037077
236,2015-01-01,"Standouts in Tech: Drones, Virtual Reality, Instant Translation and A.I.",0.0058910996000000005
237,2015-01-02,Sharing Flickr Photos Privately,0.1242765188
238,2015-01-05,PlayStation 4 Faces Resurgent Rivals in Xbox One and Wii U,-0.0843109787
239,2015-01-19,Microsoft Looks to Windows 10 for a Jolt in the Mobile Realm,-0.0511984043
240,2015-01-19,Daily Report: Microsoft Looks to Windows 10 for a Boost in Mobile,-0.025599435
241,2015-01-20,How Xbox Could Help Microsoft and Windows 10,0.23282146450000002
242,2015-01-22,"At Windows 10 Event, Microsoft Jumps Into Augmented Reality With HoloLens Headset",0.0780459568
243,2015-01-22,Microsoft HoloLens: A Sensational Vision of the PC’s Future,0.0203522611
244,2015-01-23,Microsoft's Holographic Vision Triggers a Flashback,0.0770421028
245,2015-01-26,Unease for What Microsoft’s HoloLens Will Mean for Our Screen-Obsessed Lives,0.0365718752
246,2015-01-27,Price Cuts for Crucial Microsoft Products Eroded Holiday-Season Profit ,-0.0413533449
247,2015-01-28,What Happens if Apple Drops Google From Its Browser?  ,0.1739512533
248,2015-01-28,Amazon's Got Mail,-0.030225655100000002
249,2015-01-29,Video Feature: Signs That Virtual Reality Is on the Verge of Taking Off,0.0803553239
250,2015-01-29,La realidad virtual al borde de despegar,0.0892779902
251,2015-01-29,"Microsoft Brings Outlook to iPhone, Other Mobile Devices",0.08634532240000001
252,2015-01-30,"How, and Why, Apple Overtook Microsoft",0.22129416470000002
253,2015-01-30,"Cómo, y por qué, Apple superó a Microsoft",0.1392521411
254,2015-01-30,Daily Report: How Apple Surpassed Microsoft,0.06745850290000001
255,2015-01-30,Apple’s Near-Death Experience Saved It,0.1222732291
256,2015-02-02,Raspberry Pi Computer Gains More Horsepower,0.2563959062
257,2015-02-05,Traveling With an iPhone,0.1936109513
258,2015-02-09,Microsoft and Samsung End Legal Dispute,0.2099808306
259,2015-02-12,Importing Images to iPhoto,-0.09763652090000001
260,2015-02-11,Microsoft Continues Mobile Push With Sunrise Acquisition,0.1711518914
261,2015-02-13,"Ford and Forza Team Up on New GT, a Supercar for Street and Screen",0.1723002046
262,2015-02-13,Deleting Files From Microsoft’s OneDrive,0.1535630375
263,2015-02-19,Securing a Hotmail Account,0.13595469300000002
264,2015-02-19,Microsoft Has Suddenly Gotten Serious With Mobile,0.1050435826
265,2015-02-19,"Con nuevas aplicaciones como Outlook, Microsoft se enseria con la tecnología móvil",0.0721406862
266,2015-02-19,Daily Report: Microsoft Zeroes In on Mobile,-0.0849691927
267,2015-02-26,Filing Away Gmail Messages,0.1424257308
268,2015-03-02,"Sony Reveals Its Waterproof 10-Inch Tablet, and a Midrange Phone the U.S. Can&#8217;t Have",0.1517325938
269,2015-03-05,"In Chase of Apple, Smartphone Makers Shift Strategies",-0.026642983800000002
270,2015-03-05,Researchers Report Milestone in Developing Quantum Computer,-0.0021205258
271,2015-03-05,Todos contra Apple en el mercado de los smartphones,0.1013089791
272,2015-03-05,"Nasdaq Changed in Its Climb to 5,000",0.0887099206
273,2015-03-12,Fighting Back Against Malware,0.08801146600000001
274,2015-03-18,Microsoft Backs Further Away From Selling Software,0.1198140308
275,2015-03-23,Microsoft Partners With Android Makers in Its Latest Mobile Push,0.0581506379
276,2015-03-26,"From Microsoft, a Novel Way to Mandate Sick Leave",0.0974661112
277,2015-04-09,Diagnosing a Syncing Problem With iTunes,0.1860116124
278,2015-04-09,Amazon to Sell Predictions in Cloud Race Against Google and Microsoft,0.0825526491
279,2015-04-12,"Despite Federal Regulation, C.E.O.-Worker Pay Gap Data Remains Hidden",-0.1642820984
280,2015-04-13,"How Europe Is Going After Apple, Google and Other U.S. Tech Giants",0.14750224350000002
281,2015-04-16,Google Joins Its U.S. Peers Under Europe’s Scrutiny,0.0421612374
282,2015-04-15,Case Against Google May Be Undercut by Rapid Changes in Technology,-0.0127609344
283,2015-04-16,"Microsoft, Once an Antitrust Target, Is Now Google’s Regulatory Scold   ",-0.029154561500000002
284,2015-04-16,"Daily Report: Joining American Peers, Google Gets Caught in Europe&#8217;s Cross Hairs",0.0268885344
285,2015-04-17,"With Eye on Mobile, Yahoo Revises Its Search Partnership With Microsoft",0.175758183
286,2015-04-20,BuzzFeed Says Posts Were Deleted Because of Advertising Pressure,0.0043302677
287,2015-04-23,Former Microsoft Executive Nancy Tellem to Join Interlude Start-Up,-0.14235882460000002
288,2015-04-23,Working With Old Office Files on a New Mac OS,0.1900749952
289,2015-04-24,Remotely Controlling the DVR,0.008205403600000001
290,2015-04-24,"Microsoft Profits Slip Less Than Projected, With Revenue Up 6%",0.2422011942
291,2015-04-24,"With Amazon Atop the Cloud, Big Tech Rivals Are Giving Chase",0.1329619735
292,2015-04-24,"Daily Report: Amazon Dominates Cloud Computing, but Tech Giants Are in Pursuit",0.12893657390000002
293,2015-04-26,"The Sensor-Rich, Data-Scooping Future",0.11045212300000001
294,2015-04-30,Repurposing an Old iPhone,0.08884643760000001
295,2015-04-29,Microsoft Takes Steps to Close Its App Gap on Mobile Devices,0.11185113340000001
296,2015-04-30,Morning Agenda: Salesforce Said to be Preparing for Takeover Offers,0.0664047971
297,2015-05-03,"Microsoft (Yes, Microsoft) Has a Far-Out Vision ",0.0174867287
298,2015-05-01,Salesforce’s Slow Growth May Prompt Hunt for a Buyer,0.0862474144
299,2015-05-03,"40 Busy Years Later, Paul Allen, a Microsoft Founder, Considers His Creation",0.07482417670000001
300,2015-05-07,Snapping the Windows Screen,0.0002837976
301,2015-05-07,Would Salesforce Make Sense for Microsoft?,0.10034430030000001
302,2015-05-08,"How to Use Siri, Google Now and Cortana Voice Commands",0.2418590337
303,2015-05-12,Philanthropy Starts After Profits Are Tallied,0.0031154174000000002
304,2015-05-12,"Bill Gates, Andy Grove and Steve Jobs: The Strategies They Shared",0.0556542277
305,2015-06-01,Microsoft Sets Date for Windows 10,0.0452720784
306,2015-06-04,Changing the Look of Excel,0.0454355665
307,2015-06-11,Microsoft Picks Unusual Place to Make Its Giant Surface Hub: The U.S.,0.036744456700000004
308,2015-06-10,Daily Report: Microsoft&#8217;s Surface Touch Screen Is Rare Bright Spot for U.S. Manufacturing,0.0092234276
309,2015-06-11,"Shop Locally, Download Globally",0.07233339550000001
310,2015-06-15,"Xbox One to Get &#8216;Backward Compatibility,&#8217; Microsoft Says at E3",0.0558190942
311,2015-06-16,Daily Report: E3 Roundup,-0.09249591830000001
312,2015-06-16,Google Is Its Own Secret Weapon in the Cloud,0.0646495447
313,2015-06-18,4 Microsoft Executives to Leave in Top-Level Shake-Up,0.001418205
314,2015-06-18,How to Get Windows 10,0.0636033416
315,2015-06-19,University of Washington and Chinese University Unite to Form Technology Institute ,0.0333349183
316,2015-06-21,Terry Myerson Rises to Powerful New Role in Charge of Microsoft Devices,0.1574883014
317,2015-06-23,Tech Companies Line Up Behind &#8216;Containers&#8217; and the Cloud,0.0840115324
318,2015-06-27,Adjusting GPS Coordinates in Photos,-0.0352198072
319,2015-06-29,Uber to Acquire Mapping Technology and Know-How From Microsoft,0.049464136400000004
320,2015-06-30,AOL in Deal With Microsoft to Take Over Display Ad Business,0.0113583133
321,2015-06-30,Daily Report: AOL to Take Over Display Advertising for Microsoft,-0.1341810077
322,2015-07-02,A Mac-to-iPhone Handoff,0.1861522794
323,2015-07-01,"In Tests, Yahoo Uses Google to Power Search Results and Ads",0.12451124940000001
324,2015-07-09,"Cutting Jobs, Microsoft Turns Page on Nokia Deal",0.0208154917
325,2015-07-09,Free and Cheap Photoshop Alternatives for Windows,0.0363949388
326,2015-07-09,Microsoft’s Write-Down on Nokia Adds to String of Merger Missteps,0.096475184
327,2015-07-12,"When This Man Is Irked, He Might Just File a Suit ",0.0679772273
328,2015-07-13,Microsoft Strikes New Tone for Windows 10 Release,-0.0281950682
329,2015-07-16,Picking Pockets Off the Firefox Bookmarks List,0.0298556536
330,2015-07-20,Windows 10 Signifies Microsoft’s Shift in Strategy,0.051537469
331,2015-07-20,Daily Report: Windows 10 Signifies Microsoft&#8217;s Shift in Strategy,-0.0891169012
332,2015-07-22,A $7 Billion Charge at Microsoft Leads to Its Largest Loss Ever,0.1554135978
333,2015-07-23,Keeping Dictation on a Mac Private,0.1319647729
334,2015-07-25,Taking Stock of a Hard Drive’s Files,-0.0286981761
335,2015-07-26,Facebook and Other Tech Giants Expand Internet Access in Africa,0.046260412800000004
336,2015-07-27,Chatting With Xiaoice,0.2058671266
337,2015-07-28,Windows 10 Review: A Throwback With Upgrades in Software and Security,0.23915821310000002
338,2015-07-29,Daily Report: The Tough Realities of a Twitter Turnaround,0.12198898940000001
